,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_first_scale,param_frequency,param_model,param_model__activation,param_model__alpha,param_model__hidden_layer_sizes,param_model__learning_rate_init,param_reduce,param_reduce__n_components,param_reshape,param_second_scale,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,mean_train_score,std_train_score,nrmse_test,nrmse_train
0,744.6235234737396,0.0,9.89450216293335,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(24,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.0329242865044026,-0.0329242865044026,0.0,1,0.031735436657874594,0.031735436657874594,0.0,1.0163288279412341,0.9840043512821096
0,759.5299882888794,0.0,10.040681838989258,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.001,"(32,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.02302615811560571,-0.02302615811560571,0.0,1,0.03262892848249421,0.03262892848249421,0.0,1.0114475557910088,0.9835502384309129
0,517.064768075943,0.0,6.971010684967041,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(24,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.014145770379140332,-0.014145770379140332,0.0,1,0.022310554538352068,0.022310554538352068,0.0,1.0070480477013697,0.9887817987107408
0,271.0313210487366,0.0,3.703591823577881,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.001,"(24,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.00790232000572555,-0.00790232000572555,0.0,1,0.01758444000948267,0.01758444000948267,0.0,1.0039433848607826,0.9911687848144317
0,190.90097332000732,0.0,2.574558734893799,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0001,"(32,)",0.0003,TruncatedSVD(random_state=42),256,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 256, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.0062925614434483634,-0.0062925614434483634,0.0,1,0.013903355759164349,0.013903355759164349,0.0,1.003141346692204,0.9930239897609905
0,277.03896474838257,0.0,3.9987897872924805,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(32,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.010849645428264498,-0.010849645428264498,0.0,1,0.021372349179463734,0.021372349179463734,0.0,1.0054101876489339,0.9892561098221917
0,508.70056891441345,0.0,7.08318305015564,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(8,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.009704927768351856,-0.009704927768351856,0.0,1,0.019103429364331292,0.019103429364331292,0.0,1.0048407474661603,0.9904022266915946
0,771.1200680732727,0.0,10.02170181274414,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(16,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.028418645286416577,-0.028418645286416577,0.0,1,0.030383673297637803,0.030383673297637803,0.0,1.0141097797015945,0.984690980309235
0,518.0413265228271,0.0,7.5534279346466064,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0001,"(32,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.019251495893847892,-0.019251495893847892,0.0,1,0.02399243012926544,0.02399243012926544,0.0,1.009579861077789,0.9879309539996884
0,289.05350947380066,0.0,4.230871200561523,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(24,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.008453038546641478,-0.008453038546641478,0.0,1,0.018653647926314854,0.018653647926314854,0.0,1.0042176250926098,0.9906292707535373
0,796.1695621013641,0.0,11.017723798751831,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0003,"(32,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0003, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.03760365770648333,-0.03760365770648333,0.0,1,0.03579415210083303,0.03579415210083303,0.0,1.0186283216691372,0.9819398392463599
0,739.0251700878143,0.0,9.977662324905396,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(16,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.006393095595760734,-0.006393095595760734,0.0,1,0.01551352997837141,0.01551352997837141,0.0,1.0031914551050367,0.9922129156696301
0,279.55021500587463,0.0,3.78330659866333,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.003,"(8,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.003, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.007731975989164086,-0.007731975989164086,0.0,1,0.008587824953311451,0.008587824953311451,0.0,1.0038585438143983,0.9956968288825111
0,1002.298061132431,0.0,13.188623905181885,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.001,"(24,)",0.0003,TruncatedSVD(random_state=42),2048,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 2048, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.02985125252821086,-0.02985125252821086,0.0,1,0.0313233678221142,0.0313233678221142,0.0,1.0148158712437498,0.9842137126548715
0,277.75529742240906,0.0,4.8096678256988525,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0001,"(8,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.008148948642287879,-0.008148948642287879,0.0,1,0.009204936884447235,0.009204936884447235,0.0,1.0040662073002398,0.9953868911712435
0,249.88978028297424,0.0,3.9549782276153564,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.001,"(32,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.009674115635429636,-0.009674115635429636,0.0,1,0.020160685734510353,0.020160685734510353,0.0,1.0048254155003393,0.9898683317823082
0,1026.4803402423859,0.0,13.155154943466187,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.001,"(16,)",0.0003,TruncatedSVD(random_state=42),2048,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 2048, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.03609951734573724,-0.03609951734573724,0.0,1,0.031289274523576105,0.031289274523576105,0.0,1.017889737322141,0.9842310325713287
0,769.094254732132,0.0,9.858750343322754,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.001,"(16,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.02092134212992436,-0.02092134212992436,0.0,1,0.026362547996303443,0.026362547996303443,0.0,1.0104065232023813,0.9867306886905345
0,267.42142963409424,0.0,3.740216016769409,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.003,"(32,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.003, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.007861788424871063,-0.007861788424871063,0.0,1,0.015954294769977673,0.015954294769977673,0.0,1.0039231984693207,0.9919907788029193
0,520.7731986045837,0.0,7.425081968307495,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.003,"(32,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.003, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.011938577952861573,-0.011938577952861573,0.0,1,0.018924230020212374,0.018924230020212374,0.0,1.0059515783340973,0.9904926905231495
0,277.05121326446533,0.0,3.839327096939087,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0001,"(16,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.008902569569660734,-0.008902569569660734,0.0,1,0.014238178463444662,0.014238178463444662,0.0,1.004441421671598,0.9928553880281636
0,498.32136130332947,0.0,7.385401010513306,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0001,"(24,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.015166581032684645,-0.015166581032684645,0.0,1,0.022835735516800404,0.022835735516800404,0.0,1.0075547533671232,0.9885161933338268
0,978.3740060329437,0.0,13.214686155319214,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(16,)",0.0003,TruncatedSVD(random_state=42),2048,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (16,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 2048, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.006433676459276727,-0.006433676459276727,0.0,1,0.01793369285910884,0.01793369285910884,0.0,1.0032116807829128,0.9909925868243875
0,734.5418543815613,0.0,9.900728940963745,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.001,"(24,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.02499760348180291,-0.02499760348180291,0.0,1,0.02929579450236386,0.02929579450236386,0.0,1.0124216530091614,0.9852432214928637
0,780.5663521289825,0.0,10.170985698699951,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0001,"(24,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.038536985037349814,-0.038536985037349814,0.0,1,0.033415864029737175,0.033415864029737175,0.0,1.0190863481753398,0.9831501085644363
0,165.37162113189697,0.0,2.4354074001312256,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(24,)",0.0003,TruncatedSVD(random_state=42),256,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 256, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.003706539422788868,-0.003706539422788868,0.0,1,0.007252846940252855,0.007252846940252855,0.0,1.001851555582357,0.9963669771021856
0,498.40220069885254,0.0,6.84494948387146,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.001,"(32,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.001, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.015501741413155523,-0.015501741413155523,0.0,1,0.021930076287382194,0.021930076287382194,0.0,1.0077210632973568,0.9889741774751339
0,1016.8890001773834,0.0,13.088388681411743,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.003,"(8,)",0.0003,TruncatedSVD(random_state=42),2048,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.003, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 2048, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.014997339241749952,-0.014997339241749952,0.0,1,0.02190940340627845,0.02190940340627845,0.0,1.0074707634674815,0.9889846290988155
0,159.25197958946228,0.0,2.1678075790405273,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(32,)",0.0003,TruncatedSVD(random_state=42),256,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 256, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.0032751616027391073,-0.0032751616027391073,0.0,1,0.007840621485462718,0.007840621485462718,0.0,1.0016362421571712,0.996071974565361
0,513.5179369449615,0.0,6.896319389343262,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(24,)",0.0003,TruncatedSVD(random_state=42),1024,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1024, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.005882842434909996,-0.005882842434909996,0.0,1,0.014357497298224886,0.014357497298224886,0.0,1.0029371079159999,0.9927952974816989
0,275.3626916408539,0.0,3.7101058959960938,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.01,"(32,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.01, 'model__hidden_layer_sizes': (32,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.005120389368250322,-0.005120389368250322,0.0,1,0.01179802588077683,0.01179802588077683,0.0,1.002556925749481,0.9940834844816723
0,805.6771852970123,0.0,13.779783964157104,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.0001,"(8,)",0.0003,TruncatedSVD(random_state=42),1536,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.0001, 'model__hidden_layer_sizes': (8,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 1536, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.018982627336256774,-0.018982627336256774,0.0,1,0.025929625845803494,0.025929625845803494,0.0,1.009446693657598,0.9869500363008233
0,267.2199401855469,0.0,3.79632306098938,0.0,passthrough,passthrough,"MLPRegressor(n_iter_no_change=20, random_state=42)",relu,0.003,"(24,)",0.0003,TruncatedSVD(random_state=42),512,FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>),passthrough,"{'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': MLPRegressor(n_iter_no_change=20, random_state=42), 'model__activation': 'relu', 'model__alpha': 0.003, 'model__hidden_layer_sizes': (24,), 'model__learning_rate_init': 0.0003, 'reduce': TruncatedSVD(random_state=42), 'reduce__n_components': 512, 'reshape': FunctionTransformer(func=<function reshape at 0x7fdb1d1c0360>), 'second_scale': 'passthrough'}",-0.007023251575722034,-0.007023251575722034,0.0,1,0.01534742727131888,0.01534742727131888,0.0,1.0035054815872817,0.9922966152963947
