,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_map,param_first_scale,param_frequency,param_model,param_model__alpha,param_reshape,param_second_scale,param_model__l2_regularization,param_model__learning_rate,param_model__max_features,param_model__max_leaf_nodes,param_model__min_samples_leaf,params,split0_test_score,mean_test_score,std_test_score,rank_test_score,nrmse
1,1462.1752195358276,0.0,8.324864387512207,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.1,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.07597422763558537,0.07597422763558537,0.0,1,0.9612625928248819
0,546.8751804828644,0.0,7.786178350448608,0.0,polynomial,passthrough,power_phase,Ridge,3511191.7342151417,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 3511191.7342151417, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-0.5021366027828673,-0.5021366027828673,0.0,2,1.2256168254323483
1,1701.7316522598267,0.0,9.837364196777344,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.1,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.07042394532642693,0.07042394532642693,0.0,1,0.964145245631369
0,126.91590642929077,0.0,5.356729507446289,0.0,polynomial,passthrough,power_phase,Ridge,100000000.0,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 100000000.0, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.00845832065866614,0.00845832065866614,0.0,2,0.9957618587500396
1,2473.2973358631134,0.0,11.258647441864014,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.2,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.0642629181298433,0.0642629181298433,0.0,1,0.9673350411673076
0,183.5502007007599,0.0,5.169370651245117,0.0,polynomial,passthrough,power_phase,Ridge,0.18738174228603868,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 0.18738174228603868, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.29576109890794844,-0.29576109890794844,0.0,2,1.1383150262154798
1,2465.539169073105,0.0,8.320429801940918,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.2,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.08665840223589838,0.08665840223589838,0.0,1,0.9556890696058533
0,48.68654537200928,0.0,2.008715867996216,0.0,polynomial,passthrough,passthrough,Ridge,3511191.7342151417,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 3511191.7342151417, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.0005727384867273422,-0.0005727384867273422,0.0,2,1.0002863282514298
1,1888.3682315349579,0.0,5.366651773452759,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.1,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.0857311914944533,0.0857311914944533,0.0,1,0.9561740471825967
0,2300.6631095409393,0.0,7.35735297203064,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.1,0.05,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08192533253829481,0.08192533253829481,0.0,1,0.9581621300498706
1,2788.140310525894,0.0,10.430013179779053,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.05,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.07329098240472443,0.07329098240472443,0.0,2,0.9626572690190811
0,500.77463817596436,0.0,7.407740116119385,0.0,polynomial,passthrough,power_phase,Ridge,2.848035868435805e-07,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 2.848035868435805e-07, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-0.5021366027828673,-0.5021366027828673,0.0,2,1.2256168254323483
1,2529.1577701568604,0.0,9.849124908447266,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.05,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08269233798655373,0.08269233798655373,0.0,1,0.9577617981593577
0,152.1781485080719,0.0,5.514975547790527,0.0,polynomial,passthrough,power_phase,Ridge,123284.67394420685,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 123284.67394420685, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.026581976450879674,-0.026581976450879674,0.0,2,1.0132038178228897
1,2058.491911649704,0.0,8.12018632888794,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.1,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.1, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.06716341179681906,0.06716341179681906,0.0,1,0.9658346588330639
0,182.89513778686523,0.0,2.2951009273529053,0.0,polynomial,passthrough,passthrough,Ridge,0.006579332246575682,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 0.006579332246575682, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-1.0077523473327665,-1.0077523473327665,0.0,2,1.4169517801720588
1,1850.1495413780212,0.0,5.269192934036255,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.05,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.09089152098573727,0.09089152098573727,0.0,1,0.9534718029466119
0,1646.9125266075134,0.0,5.210189580917358,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.08403129165061174,0.08403129165061174,0.0,1,0.9570625415036303
1,1501.6750106811523,0.0,8.407924890518188,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.1,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.07450964651109693,0.07450964651109693,0.0,2,0.962024091948275
0,879.8585169315338,0.0,3.2564566135406494,0.0,polynomial,passthrough,passthrough,Ridge,100000000.0,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 100000000.0, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-2.3186766251320323,-2.3186766251320323,0.0,2,1.8217235314756277
1,1939.1383924484253,0.0,6.360815525054932,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.2,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.07744968743579028,0.07744968743579028,0.0,1,0.9604948269325607
0,1921.2414269447327,0.0,12.332897901535034,0.0,polynomial,passthrough,power_phase,Ridge,1e-08,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 1e-08, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-0.47224945609983315,-0.47224945609983315,0.0,2,1.2133628707438815
1,3658.747959136963,0.0,15.167228937149048,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08525136612983586,0.08525136612983586,0.0,1,0.9564249232794826
0,649.4040260314941,0.0,7.964716196060181,0.0,polynomial,passthrough,power_phase,Ridge,0.006579332246575682,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 0.006579332246575682, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-0.5021366027828673,-0.5021366027828673,0.0,2,1.2256168254323483
1,2055.2244024276733,0.0,9.227386713027954,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08591095379212399,0.08591095379212399,0.0,1,0.9560800417370274
0,2727.9104673862457,0.0,5.812535524368286,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.2,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.0953022450775508,0.0953022450775508,0.0,1,0.9511560097704526
1,2595.7225930690765,0.0,9.336494445800781,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.001,0.05,0.2,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.08958885201526934,0.08958885201526934,0.0,2,0.9541546771801366
0,175.10379886627197,0.0,4.841242551803589,0.0,polynomial,passthrough,power_phase,Ridge,0.006579332246575682,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 0.006579332246575682, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.29642260113612373,-0.29642260113612373,0.0,2,1.1386055511616495
1,1579.578950881958,0.0,7.22513484954834,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.05,0.2,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.2, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.0888225983280907,0.0888225983280907,0.0,1,0.9545561280888145
0,3656.4995296001434,0.0,8.611687183380127,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.0,0.05,0.05,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.09144596215358325,0.09144596215358325,0.0,1,0.9531810100114336
1,3510.371013879776,0.0,12.32339072227478,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.05,0.05,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.05, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.08195480995545557,0.08195480995545557,0.0,2,0.9581467476564038
0,709.3051104545593,0.0,5.448037385940552,0.0,polynomial,passthrough,passthrough,Ridge,151.99110829529332,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 151.99110829529332, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",-2.1387669393142947,-2.1387669393142947,0.0,2,1.7716565523019112
1,4191.841111421585,0.0,9.832330465316772,0.0,polynomial,passthrough,passthrough,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),RobustScaler(copy=False),0.001,0.1,0.05,63.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.001, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 63, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': RobustScaler(copy=False)}",0.0720035520500849,0.0720035520500849,0.0,1,0.9633257226659709
0,190.40823483467102,0.0,5.445800542831421,0.0,polynomial,passthrough,power_phase,Ridge,5.3366992312063015,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': Ridge(solver='lsqr'), 'model__alpha': 5.3366992312063015, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.2956826692514496,-0.2956826692514496,0.0,2,1.138280575803457
1,1398.226131439209,0.0,8.68804407119751,0.0,polynomial,passthrough,power_phase,HistGradientBoostingRegressor,,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,0.0,0.1,0.05,31.0,20.0,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': FunctionTransformer(func=<function power_phase at 0x7fb1ce0fb920>), 'model': HistGradientBoostingRegressor(early_stopping=True, max_iter=300,
                              n_iter_no_change=15, random_state=42,
                              scoring=None), 'model__l2_regularization': 0.0, 'model__learning_rate': 0.1, 'model__max_features': 0.05, 'model__max_leaf_nodes': 31, 'model__min_samples_leaf': 20, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",0.07689622465392176,0.07689622465392176,0.0,1,0.960782897092823
0,48.98924255371094,0.0,2.0408403873443604,0.0,polynomial,passthrough,passthrough,Ridge,100000000.0,FunctionTransformer(func=<function reshape at 0x7fb1ce140040>),passthrough,,,,,,"{'feature_map': FunctionTransformer(func=<function polynomial at 0x7fb1ce0fb420>), 'first_scale': 'passthrough', 'frequency': 'passthrough', 'model': Ridge(solver='lsqr'), 'model__alpha': 100000000.0, 'reshape': FunctionTransformer(func=<function reshape at 0x7fb1ce140040>), 'second_scale': 'passthrough'}",-0.0005727463309392888,-0.0005727463309392888,0.0,2,1.0002863321724131
