,param_frequency,param_model,param_model__alpha,param_scale,param_model__l2_regularization,param_model__learning_rate,param_model__max_features,param_model__max_leaf_nodes,param_model__n_components,nrmse
481,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_time,0.001,0.05,0.2,31.0,,1.0051231545234003
482,power_phase,PLSRegression(),,mad_scaling_clipping_channel_time,,,nan,,4.0,0.991593083755819
483,passthrough,Ridge,0.0002310129700083158,passthrough,,,nan,,,2.6394411446213883
484,power_phase,Ridge,0.0002310129700083158,passthrough,,,nan,,,1.0715963185388466
485,bandpower_canonical,Ridge,0.0002310129700083158,passthrough,,,nan,,,1.0022057817845287
486,power_phase,ExtraTreesRegressor,,passthrough,,,sqrt,,,0.9862991215563766
487,passthrough,HistGradientBoostingRegressor,,passthrough,0.0,0.1,0.05,31.0,,0.9615801552843131
488,passthrough,HistGradientBoostingRegressor,,passthrough,0.001,0.1,0.05,31.0,,0.9611770799097309
489,power_phase,HistGradientBoostingRegressor,,passthrough,0.0,0.1,0.05,31.0,,0.969614660599097
490,power_phase,HistGradientBoostingRegressor,,passthrough,0.001,0.1,0.05,31.0,,0.9711007015834302
491,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.0,0.1,0.05,31.0,,1.008210290040218
492,bandpower_canonical,HistGradientBoostingRegressor,,passthrough,0.001,0.1,0.05,31.0,,1.0082099702279315
493,power_phase,PLSRegression(),,passthrough,,,nan,,16.0,1.0308725097113514
494,passthrough,Ridge,0.0002310129700083158,mad_scaling_clipping_channel,,,nan,,,1.2485062748433415
495,power_phase,Ridge,0.0002310129700083158,mad_scaling_clipping_channel,,,nan,,,1.1439933387069665
496,bandpower_canonical,Ridge,0.0002310129700083158,mad_scaling_clipping_channel,,,nan,,,1.0096565802116255
497,power_phase,ExtraTreesRegressor,,mad_scaling_clipping_channel,,,sqrt,,,0.9854780646502289
498,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.1,0.05,31.0,,0.9631338593169817
499,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.1,0.05,31.0,,0.9616727377769053
500,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.1,0.05,31.0,,0.9752548801182934
501,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.1,0.05,31.0,,0.9728301064788407
502,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.0,0.1,0.05,31.0,,1.0108904835917383
503,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel,0.001,0.1,0.05,31.0,,1.0107482806357881
504,power_phase,PLSRegression(),,mad_scaling_clipping_channel,,,nan,,16.0,1.0271308718254974
505,passthrough,Ridge,1e-08,mad_scaling_clipping_channel_trial,,,nan,,,1.178155472466424
506,power_phase,Ridge,1e-08,mad_scaling_clipping_channel_trial,,,nan,,,1.1761175177022125
507,bandpower_canonical,Ridge,1e-08,mad_scaling_clipping_channel_trial,,,nan,,,1.004773906611421
508,passthrough,ExtraTreesRegressor,,mad_scaling_clipping_channel_trial,,,sqrt,,,0.9776748777207631
509,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.05,0.1,63.0,,0.9611838692980275
510,passthrough,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.05,0.1,63.0,,0.9622044664210656
511,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.05,0.1,63.0,,0.970978929176327
512,power_phase,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.05,0.1,63.0,,0.9703059639023297
513,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.0,0.05,0.1,63.0,,1.0038298730587285
514,bandpower_canonical,HistGradientBoostingRegressor,,mad_scaling_clipping_channel_trial,0.001,0.05,0.1,63.0,,1.0047578106299595
515,passthrough,PLSRegression(),,mad_scaling_clipping_channel_trial,,,nan,,32.0,1.0055984817829173
